file,tempo_bpm,zcr_mean,rms_mean,centroid_mean,rolloff_mean,mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,chroma1_mean,chroma2_mean,chroma3_mean,chroma4_mean,chroma5_mean,chroma6_mean,chroma7_mean,chroma8_mean,chroma9_mean,chroma10_mean,chroma11_mean,chroma12_mean
PLHH_Afford_85_Amaj_Keys_4bars-85BPM-A major-BANDLAB.wav,123.046875,0.05369389277464066,0.06690591,714.2875748012166,1154.7014365695586,-344.507,236.41731,-19.021307,-23.822142,9.847789,-16.545565,-14.324968,-6.6144485,-12.731952,-10.363248,-3.5780044,5.8115325,9.747115,0.28495878,0.5552424,0.16480204,0.32593432,0.4341614,0.0894831,0.08217795,0.18603821,0.5722734,0.27519113,0.27488092,0.49318033
PLHH_Alien_85_Bbmin_Keys_4bars-85BPM-B♭ minor-BANDLAB.wav,117.45383522727273,0.044970001283367554,0.067433946,639.5649027584149,1045.907912362038,-352.96497,233.52248,-2.460933,-29.957333,11.044125,-11.249232,-25.786089,-14.400045,-17.022528,-21.012041,-10.509309,2.4286106,5.8403993,0.4465311,0.4435275,0.19158374,0.3824098,0.13528511,0.17208469,0.032482352,0.17422386,0.5898209,0.3217246,0.51374805,0.24608818
PLHH_Amount_80_Amaj_Pad_4bars-80BPM-A major-BANDLAB.wav,135.99917763157896,0.17659914470502902,0.055549186,1983.9162327042932,3778.3274431062623,-231.92003,138.92743,-53.49986,26.061699,-13.39398,19.264277,-10.795815,-9.020681,-6.756534,-2.1039658,-10.195794,-8.632002,-6.372658,0.31696814,0.44267112,0.2297881,0.2084839,0.32619512,0.21934512,0.3941359,0.22889356,0.36472586,0.297281,0.26745343,0.31905463
PLHH_Available_85_Dmin_Keys_4bars-85BPM-D minor-BANDLAB.wav,117.45383522727273,0.03998893095482546,0.053951036,562.7877976339149,933.0686220642967,-393.1474,234.90346,20.23068,-26.60676,9.082254,-1.6483506,-19.610245,-11.571202,-9.525476,-16.96768,-17.602978,-10.575073,-1.7931973,0.7754793,0.29972497,0.31680313,0.17688173,0.18524231,0.15888755,0.15631051,0.46053228,0.27994585,0.3825688,0.131116,0.3082975
PLHH_Back_85_Bmaj_Keys_4bars-85BPM-B major-BANDLAB.wav,123.046875,0.03269679639373717,0.049262945,477.8553478272227,785.1218096284651,-413.0776,212.3946,47.855175,-22.015577,-5.5664597,5.698024,-6.896879,-15.962141,-16.581396,-16.41654,-16.320538,-15.378186,-13.810018,0.14952332,0.21808237,0.1660685,0.25832087,0.21136782,0.48575425,0.42436135,0.13419084,0.025063928,0.16883309,0.67251235,0.32361144
PLHH_Bars_85_Amin_Keys_4bars-85BPM-A minor-BANDLAB.wav,143.5546875,0.0316731102412731,0.054095086,507.3343024388675,833.0519783912988,-406.69424,232.3237,29.018152,-22.447681,7.2500987,1.728777,-14.292365,-12.48402,-12.7398205,-17.95509,-18.443554,-12.782329,-4.0583444,0.46523765,0.37885943,0.5922578,0.3297801,0.113308065,0.2370687,0.098877765,0.2105261,0.22828221,0.47064152,0.28044313,0.38767394
PLHH_Basically_85_Fmin_Keys_4bars-85BPM-F minor-BANDLAB.wav,123.046875,0.07064537345995893,0.063991584,874.0194746155296,1278.0641403041582,-361.87326,210.42316,-30.581146,-21.709959,-7.484154,-28.594933,-10.13649,-9.03987,-10.381661,-3.430747,-9.958814,-12.458752,-10.786892,0.68237287,0.28194174,0.05668723,0.06076109,0.13404018,0.5338691,0.13051724,0.08357584,0.41492122,0.11139419,0.004201926,0.11489871
PLHH_Birthday_85_F#m_Keys_4bars-85BPM-F♯ minor-BANDLAB.wav,129.19921875,0.0521267806724846,0.06743109,711.6350462980054,1156.0942412891427,-347.77264,232.18692,-18.86686,-22.907986,8.695167,-20.13164,-18.195595,-9.434819,-8.569337,2.5206873,0.81495833,-6.675904,-5.9092417,0.19579886,0.4779345,0.21161956,0.25813788,0.5739763,0.20527273,0.14888665,0.12939261,0.4125654,0.3016855,0.1071177,0.25338435
PLHH_Blew_80_Bbmin_Strings_4bars-80BPM-B♭ minor-BANDLAB.wav,117.45383522727273,0.08574105415860735,0.094715685,1875.0698554089654,3664.3930579061894,-110.95846,111.022026,-41.52553,28.49065,-9.9209385,2.8256345,-11.540944,-4.55986,-14.131455,-6.0830665,-11.8095455,-5.0247517,-13.510721,0.46020466,0.5597983,0.26412326,0.46059316,0.28753695,0.59532607,0.34857583,0.21842419,0.3734952,0.19341588,0.29608268,0.16329767
PLHH_Brand_80_Amaj_Pad_4bars-80BPM-A major-BANDLAB.wav,129.19921875,0.17594747340425532,0.063517645,2022.3547943359533,3894.7400209290377,-211.92517,141.6985,-51.71349,38.169025,-6.408974,4.1787233,-7.20293,-3.1554472,-1.3818653,-2.2446005,-0.81684107,-1.0523224,-12.172703,0.21906692,0.3160543,0.21534061,0.3688359,0.47781894,0.2582724,0.20213151,0.19553822,0.48236147,0.40292755,0.23559122,0.4049369
PLHH_Brew_85_C#_Keys_4bars-85BPM-C♯ major-BANDLAB.wav,129.19921875,0.038671473947638604,0.048703704,556.9142675210963,930.1724725680185,-429.64044,216.68243,18.604908,-17.662844,13.329356,-2.5509813,-20.889019,-15.460496,-13.198418,-12.862918,-4.054262,3.9133155,0.75039965,0.17662439,0.50677097,0.29964593,0.35621426,0.2169189,0.42570183,0.21376735,0.075452246,0.36179432,0.1807385,0.010702851,0.029386219
PLHH_Choice_85_C#m_Keys_4bars-85BPM-C♯ minor-BANDLAB.wav,129.19921875,0.04114696964835729,0.056774624,596.1644738372376,1011.3973065323408,-374.33447,231.38588,10.83664,-22.572569,15.173852,-2.138868,-19.56558,-14.062196,-16.645866,-19.692738,-12.33976,-4.7420173,-2.928734,0.15957963,0.13083242,0.3390815,0.7833589,0.2955749,0.06702607,0.10635517,0.12994619,0.38926196,0.12556292,0.1689281,0.52048105
PLHH_Claim_85_C#m_Keys_4bars-85BPM-C♯ minor-BANDLAB.wav,135.99917763157896,0.04345602861909651,0.065200545,592.9456698705789,908.7940255229723,-386.5574,213.61557,7.573165,-7.6284633,15.555307,-7.8630934,-9.055493,-5.383236,-10.850958,-3.7173638,-6.6382113,-18.645931,-18.162422,0.13506976,0.33182034,0.08321618,0.035332795,0.16798607,0.29596934,0.11961887,0.34177127,0.90682536,0.16910888,0.00592786,0.019035297
PLHH_Come_85_Amaj_Keys_4bars-85BPM-A major-BANDLAB.wav,129.19921875,0.048455146303901436,0.046762206,697.8457270507171,1144.5538593268736,-406.27966,211.49847,-11.304698,-32.240566,9.941115,-17.152412,-36.87018,-22.066591,-16.93729,-13.580084,2.3020232,11.951944,7.1575775,0.2384591,0.75119644,0.18318129,0.21309388,0.5409532,0.1623078,0.16083874,0.0503058,0.25477636,0.5790184,0.12574871,0.010933492
PLHH_Connect_80_G#m_Pad_4bars-80BPM-G♯ minor-BANDLAB.wav,123.046875,0.13144021246373308,0.06976443,1454.0431490026476,2877.494012179642,-241.17151,174.93779,-35.327114,20.700323,-12.967756,8.063846,0.26270735,-2.3818076,-6.001248,4.4722805,-4.2585545,-8.267372,-1.3993433,0.24358262,0.29395202,0.21436264,0.45840016,0.29698917,0.22778302,0.36016208,0.29082033,0.470501,0.28092718,0.3047944,0.34903947
PLHH_Create_80_F#m_Pad_4bars-80BPM-F♯ minor-BANDLAB.wav,117.45383522727273,0.04668044306092843,0.040680762,496.90760163922505,779.8809708202369,-441.59625,236.74913,71.73183,-15.299038,-17.178804,-5.1456165,-5.413662,-8.086178,-7.396779,-4.2230964,-2.91046,-5.66922,-7.8218026,0.24136786,0.5634139,0.2736617,0.18108313,0.31563383,0.23865089,0.30250418,0.16990224,0.37130514,0.3977375,0.2342742,0.19713825
PLHH_Decide_85_Fmaj_Keys_4bars-85BPM-F major-BANDLAB.wav,123.046875,0.04637468717915811,0.06918444,655.6283653713028,1077.433936649769,-358.83484,233.54585,-5.798378,-28.746752,15.121497,-11.109849,-28.157473,-14.646316,-13.4197035,-15.732899,-12.58241,-8.693581,0.128982,0.6574908,0.13876885,0.009699442,0.18777038,0.63003653,0.31556538,0.11637225,0.07819918,0.20210335,0.59589714,0.16136767,0.21830493
PLHH_Deep_80_Fmaj_Strings_4bars-80BPM-F major-BANDLAB.wav,123.046875,0.08108963219294003,0.089552075,1887.2889791260734,3698.296398996615,-130.78877,100.10664,-45.40494,29.402872,-7.100174,5.2342114,-12.108398,-7.5139823,-17.325766,-8.532246,-12.095223,-4.8281465,-12.952944,0.1745769,0.09934587,0.16761638,0.28644472,0.8935301,0.45695934,0.30815774,0.33129185,0.21703376,0.20667882,0.13230288,0.41223273
PLHH_Deposit_85_Ebmaj_Keys_4bars-85BPM-E♭ major-BANDLAB.wav,129.19921875,0.04272611332135524,0.060665276,618.9920467528741,1011.7289267036705,-381.0319,233.01161,2.3390741,-36.600235,6.881061,-7.3206635,-28.30994,-21.663452,-17.877073,-17.823254,-14.057468,-9.426031,-2.5861225,0.30124992,0.19575518,0.39254782,0.21673909,0.15442325,0.3904094,0.2696003,0.25763318,0.30578038,0.42608625,0.512812,0.20322321
PLHH_Difference_80_C#m_Strings_4bars-80BPM-C♯ minor-BANDLAB.wav,129.19921875,0.09321544064313346,0.08593249,1887.3265102785022,3654.7301891924567,-129.25919,112.25308,-44.263412,28.262709,-11.380197,2.1512308,-13.111907,-5.215571,-12.974339,-5.222982,-11.883143,-5.611896,-12.100315,0.2124879,0.4332016,0.31314373,0.41928166,0.60509306,0.29810882,0.74471396,0.21403493,0.23294957,0.22635715,0.2087763,0.41309404
PLHH_Direction_80_Ebmaj_Pad_4bars-80BPM-E♭ major-BANDLAB.wav,123.046875,0.1161042145188588,0.07151107,1206.5319940936886,2228.3533210680607,-263.47958,203.11414,-32.7585,28.198696,2.4401407,3.8646,4.6535897,0.29916856,1.7996031,3.1744292,-2.646674,-2.4176207,-1.944613,0.3258383,0.3005201,0.4024205,0.37526584,0.23754023,0.32256526,0.25382504,0.41202173,0.3062173,0.36131692,0.51578605,0.30350545
PLHH_Distressed_85_Emin_Keys_4bars-85BPM-E minor-BANDLAB.wav,129.19921875,0.04852533046714579,0.043313615,661.1246787059897,1114.7301519186344,-411.1444,208.20633,8.6900625,-28.462885,4.9397206,-5.22131,-19.347885,-16.380278,-17.654285,-11.8212385,4.4613976,9.030925,0.7513747,0.2218502,0.18652686,0.48196757,0.23801479,0.5281322,0.17151088,0.055956937,0.19376954,0.05617921,0.0061988276,0.11013959,0.43219823
PLHH_Down_100_Amaj_Keys_8bars-100BPM-A major-BANDLAB.wav,123.046875,0.03369258709945586,0.051392507,493.88505527039075,809.3307771878779,-403.88297,235.94923,36.122246,-24.592333,4.621376,4.5147223,-12.908943,-13.433431,-13.992672,-19.064497,-16.274796,-8.661637,-5.3094473,0.3304053,0.27954322,0.22906105,0.41417718,0.40399623,0.21394312,0.3533084,0.15136856,0.19055507,0.20826247,0.3338284,0.8475289
PLHH_Epic_80_Fmin_Strings_4bars-80BPM-F minor-BANDLAB.wav,123.046875,0.08641444783607351,0.09755043,1854.2036609382105,3633.613489029255,-106.527916,112.79923,-41.682953,29.053684,-9.719102,2.5408316,-10.581618,-0.093254924,-8.842324,-3.8011446,-14.170753,-9.468646,-15.809988,0.29770258,0.43735427,0.43111566,0.47327745,0.31865743,0.7251859,0.5292374,0.22575022,0.27851942,0.2505386,0.45229334,0.27120823
PLHH_Equal_80_Ebmaj_Strings_4bars-80BPM-E♭ major-BANDLAB.wav,123.046875,0.09203393224129594,0.09771203,1918.2565175095601,3736.4897205935686,-111.05966,104.31675,-42.711754,28.846205,-10.007566,0.64248914,-13.893387,-4.077791,-13.410851,-8.2342615,-15.685141,-10.24343,-15.554798,0.3414523,0.27028105,0.69444674,0.31439462,0.27655283,0.713868,0.30554405,0.4071439,0.1800751,0.3470475,0.32697275,0.17868188
PLHH_Example_85_Emin_Keys_4bars-85BPM-E minor-BANDLAB.wav,129.19921875,0.03861131609342916,0.04710077,597.6626073128708,959.2887236107546,-427.75516,198.83652,16.06684,-28.796936,-0.40193447,-5.306204,-18.99597,-15.385364,-13.038774,-12.316934,-8.582426,-8.745553,-8.438282,0.21540885,0.06152038,0.005950773,0.09917571,0.57794654,0.50588346,0.21094684,0.117050916,0.10838313,0.3538834,0.21669325,0.30865493
PLHH_Fall_80_Fmaj_Strings_4bars-80BPM-F major-BANDLAB.wav,123.046875,0.08094702006769826,0.09140565,1827.8065195772906,3572.8873571989843,-118.764206,111.995514,-44.81868,27.997757,-8.497208,5.132662,-9.535484,-1.6234348,-10.2875395,-3.1584246,-12.008629,-7.6649675,-14.330287,0.64210314,0.26488906,0.19257551,0.2912803,0.75880456,0.51977074,0.3225941,0.3868365,0.2902237,0.18452573,0.19669455,0.49675983
PLHH_Fast_80_Cmin_Strings_4bars-80BPM-C minor-BANDLAB.wav,123.046875,0.0966022425048356,0.09208374,1937.982533572106,3750.9840236641685,-107.159195,108.40826,-41.47776,31.440763,-5.755801,4.590331,-11.640637,-2.4707627,-11.089524,-3.5716097,-11.650989,-6.657402,-11.194178,0.21219856,0.21601398,0.66837096,0.6448563,0.26873812,0.22220948,0.22115222,0.69818807,0.21959813,0.22654313,0.49246478,0.25021392
PLHH_Fear_85_Cmaj_Keys_4bars-85BPM-C major-BANDLAB.wav,123.046875,0.03933321034394251,0.052102476,602.3259843472978,1014.9124803484343,-393.8199,223.48897,8.862952,-30.103489,9.771799,-1.2884188,-22.56331,-20.330307,-17.413124,-16.251595,-11.789516,-8.778035,-6.4219313,0.45603824,0.16125883,0.028394537,0.086730175,0.5097019,0.5324316,0.23850982,0.27194968,0.15938719,0.21040584,0.14637645,0.46213475
PLHH_Fluke_80_F#_Strings_4bars-80BPM-F♯ major-BANDLAB.wav,123.046875,0.0744255848041586,0.07039162,1827.0435715091783,3577.8853927405708,-147.51155,108.8198,-44.99184,28.43323,-8.476465,4.566647,-9.314134,-1.9520688,-13.174995,-6.433532,-13.059846,-5.9452896,-11.921418,0.4848744,0.63665783,0.29755005,0.2595724,0.28597033,0.5273634,0.31854907,0.24594383,0.34499457,0.24637382,0.5264221,0.2474117
PLHH_Foreign_85_F#m_Keys_4bars-85BPM-F♯ minor-BANDLAB.wav,117.45383522727273,0.04061657790041068,0.06748805,571.7909263841257,895.4186786126796,-382.70712,222.99586,13.773698,-18.436,11.34219,-8.516626,-22.191145,-16.773668,-18.872269,-12.331955,0.9845379,-3.582346,-17.879135,0.13042532,0.28248936,0.06500314,0.17525624,0.5963142,0.23714997,0.231343,0.30198666,0.7987813,0.36829233,0.077375524,0.011881496
PLHH_Freedom_80_D#m_Pad_4bars-80BPM-D♯ minor-BANDLAB.wav,123.046875,0.18670571657398452,0.06245189,2072.961733490752,3941.5549538352275,-216.15863,130.65991,-42.639816,33.817425,-16.863348,9.4205885,-12.614241,-1.3219537,-13.826619,-8.033239,-7.1545362,-5.604289,-10.365329,0.24030598,0.5323636,0.2226615,0.4076362,0.18837944,0.24120794,0.51748616,0.23003213,0.35832793,0.17427301,0.3483611,0.19793168
PLHH_Free_80_Bbmin_Pad_4bars-80BPM-B♭ minor-BANDLAB.wav,123.046875,0.12008413170938105,0.06269198,1305.3036322514731,2440.37415377176,-277.077,179.44977,-33.7448,34.484066,0.93049216,8.211355,8.487913,-3.1679866,-1.5620431,-5.268772,-5.662453,-0.81923556,-4.4990687,0.37779462,0.42610398,0.28629014,0.25348926,0.19611281,0.39079633,0.2555625,0.27381808,0.4534906,0.28055048,0.38751206,0.26815063
PLHH_Glory_85_Dmin_Keys_4bars-85BPM-D minor-BANDLAB.wav,129.19921875,0.04132142742556468,0.064215235,604.7782009729051,1023.1366605974076,-378.38083,230.04605,1.9706044,-30.732836,14.789888,-3.1576931,-23.703825,-12.607037,-12.335702,-21.565296,-18.76768,-5.3777623,8.892923,0.6148488,0.2907523,0.43350708,0.17358351,0.18555337,0.25585568,0.0965797,0.072453484,0.20059378,0.46765342,0.17491408,0.36459655
PLHH_Happens_85_Gmin_Keys_4bars-85BPM-G minor-BANDLAB.wav,123.046875,0.046496005518480495,0.058220264,639.9176269788712,1020.4173751925051,-382.56506,225.02666,0.35337526,-34.31363,2.7874372,-12.730468,-24.349443,-14.849146,-18.678331,-23.69987,-14.078603,0.14596476,6.225159,0.2643069,0.23576948,0.71711534,0.27604073,0.11615285,0.20332775,0.12188108,0.25145695,0.24972127,0.56107897,0.4503242,0.15138182
PLHH_Harder_85_Dmaj_Keys_4bars-85BPM-D major-BANDLAB.wav,129.19921875,0.047285076039527724,0.06243826,685.348434759784,1115.747120444045,-371.21295,223.3424,-14.677215,-26.718513,10.6114645,-16.435322,-24.461475,-15.560671,-15.279965,-5.073183,1.9178728,-2.5027215,-1.7953835,0.16445453,0.5510111,0.67017704,0.15979737,0.023877522,0.17371063,0.587902,0.39759052,0.18171181,0.1645083,0.12005022,0.27445188
PLHH_Hey_85_C#_Keys_4bars-85BPM-C♯ major-BANDLAB.wav,129.19921875,0.04662033175051335,0.054753717,636.0056724004934,1106.2848915554414,-408.37485,208.452,9.800695,-18.962297,13.516605,-1.9913714,-11.396218,-4.949234,-14.402109,-17.854912,-1.5957763,13.445669,15.286257,0.48309702,0.3150227,0.17938934,0.5815882,0.22707634,0.20858918,0.11858534,0.015490147,0.0034066131,0.021383084,0.13464552,0.1412813
PLHH_Hole_85_Cmin_Keys_4bars-85BPM-C minor-BANDLAB.wav,123.046875,0.04661231070328542,0.06642547,647.2486877264355,1061.0297921746662,-368.75558,233.01057,0.89658844,-36.058907,3.7704701,-14.890818,-32.871754,-23.71667,-23.643173,-24.074327,-12.349781,-2.8621523,-2.6877167,0.33702958,0.21308032,0.5900918,0.49354398,0.16664281,0.23457395,0.0906046,0.23491,0.42550907,0.17919996,0.15354757,0.14335719
PLHH_Hoop_85_Dmin_Keys_4bars-85BPM-D minor-BANDLAB.wav,123.046875,0.042540626604209444,0.05748391,623.8098370172919,1022.097584060575,-379.13257,217.26402,3.5355356,-35.945824,9.143462,0.08380728,-23.476732,-19.360811,-17.699804,-24.209293,-19.437584,-3.4875133,9.488938,0.6195885,0.36567742,0.59807646,0.1805338,0.08864386,0.1716342,0.08834344,0.124270774,0.19837475,0.54348737,0.39002845,0.24219066
PLHH_Hurt_85_D#m_Keys_4bars-85BPM-D♯ minor-BANDLAB.wav,129.19921875,0.049952074242813144,0.04353606,726.1017034880191,1151.0093986620893,-411.00232,195.8457,-5.4228234,-32.240734,0.98829365,-14.671977,-23.76383,-14.640588,-13.042754,-5.4925876,3.4978058,0.9174584,1.2077605,0.082269505,0.3255911,0.18414761,0.33207023,0.13868324,0.063591644,0.2814006,0.08635935,0.0055892924,0.14493094,0.8207057,0.3123488
PLHH_Know_100_D#m_Keys_8bars-100BPM-D♯ minor-BANDLAB.wav,129.19921875,0.058973983524788394,0.08331498,771.9943967926315,1186.0576809533707,-307.72504,241.53816,-30.740005,-24.941105,-0.27218527,-33.503155,-20.157463,-12.906705,-16.901062,-6.9932466,-12.250163,-15.090893,-6.1982846,0.14971946,0.3055745,0.18133438,0.3412239,0.11504561,0.25494167,0.49063843,0.17807885,0.2852747,0.25754353,0.72946066,0.45049486
PLHH_Life_80_Dmin_Pad_4bars-80BPM-D minor-BANDLAB.wav,123.046875,0.20737597467359767,0.064390585,2638.1227761514115,5402.459917492746,-172.61548,99.02966,-13.123072,17.643774,-14.117848,11.858573,-9.229169,-7.769194,-6.7154217,-0.18159458,-6.3335605,-3.1739547,-4.5600915,0.39332706,0.25465128,0.5229159,0.20150878,0.2965042,0.41939655,0.26336306,0.27586418,0.25365797,0.51282316,0.394646,0.23595236
PLHH_Like_85_Fmin_Keys_4bars-85BPM-F minor-BANDLAB.wav,123.046875,0.03272286479722793,0.06769498,474.4505381483693,766.7058361139631,-383.419,244.84508,41.050186,-27.12117,2.8875966,8.072603,-12.811594,-18.989252,-14.746482,-11.3465,-9.699774,-13.33432,-18.23832,0.3411932,0.30428687,0.2503907,0.37825263,0.19865163,0.30679944,0.1551157,0.51630056,0.7171589,0.28231913,0.23714028,0.18674035
PLHH_Lists_80_Amaj_Strings_4bars-80BPM-A major-BANDLAB.wav,129.19921875,0.09020736369680851,0.092972174,1981.918738073777,3847.1545575435202,-128.33867,90.70023,-50.524662,23.659023,-14.381356,-2.1176796,-16.505043,-6.3593693,-13.897996,-6.8789463,-14.912128,-11.943592,-20.751644,0.17490518,0.50806355,0.27756846,0.21122952,0.5543158,0.2799983,0.5739788,0.17872643,0.1947021,0.2554079,0.14897208,0.23289435
PLHH_Locked_85_F#_Keys_4bars-85BPM-F♯ major-BANDLAB.wav,129.19921875,0.04234110305441478,0.05032791,575.8259223715601,939.4357293538244,-401.5471,226.00249,19.726278,-29.056133,6.8028216,-1.4197845,-22.891262,-18.032091,-14.643255,-20.570753,-17.734226,-5.385839,4.0126395,0.20564143,0.6336062,0.20550326,0.16823415,0.13125165,0.20039134,0.17116737,0.110888675,0.20917301,0.30100188,0.664643,0.121823974
PLHH_Loss_85_Bbmaj_Keys_4bars-85BPM-B♭ major-BANDLAB.wav,123.046875,0.03826641106262834,0.0513323,534.117617385221,863.1188739251796,-415.70798,233.96869,25.473139,-30.334116,1.7154303,1.0955274,-13.544727,-15.64224,-20.957384,-23.427473,-14.369466,-7.7242365,-10.528078,0.03663536,0.108477645,0.60133487,0.21348938,0.10606484,0.4815998,0.20138898,0.13007551,0.18128079,0.6721868,0.5800239,0.20754083
PLHH_Majority_85_Gmaj_Keys_4bars-85BPM-G major-BANDLAB.wav,129.19921875,0.04133345899640657,0.05341672,604.1064653151766,998.972604113193,-391.57886,222.0638,11.32344,-33.642807,3.6237853,-6.313596,-26.26356,-19.766384,-16.585897,-21.991173,-18.475403,-6.1477184,3.310941,0.34987435,0.19875555,0.5325301,0.22191793,0.2495564,0.31156442,0.17694345,0.33764756,0.3807252,0.34399185,0.25056228,0.26355946
PLHH_Matter_100_C#m_Keys_8bars-100BPM-C♯ minor-BANDLAB.wav,123.046875,0.05442003759824667,0.06377918,721.929122134011,1147.6520284631954,-346.0864,238.82494,-18.304228,-28.920986,6.602135,-25.3131,-31.012554,-20.441404,-21.837496,-13.968428,-5.6063223,-4.6398487,-5.219226,0.17605452,0.506144,0.19622307,0.39402303,0.5350283,0.16589543,0.13476488,0.17488194,0.59301037,0.3157248,0.11714909,0.22374149
PLHH_Memory_85_Fmin_Keys_4bars-85BPM-F minor-BANDLAB.wav,129.19921875,0.057583098049281314,0.06474549,801.5337143854565,1257.2605015560832,-347.28015,225.3647,-38.938923,-24.014687,2.5715072,-26.173338,-13.750083,-3.8236687,1.9785718,13.2916975,5.279677,-6.4984,-9.436333,0.3096085,0.1097479,0.26217154,0.35335317,0.31836998,0.64147127,0.3026237,0.5259144,0.32558537,0.12315362,0.34425756,0.14829011
PLHH_Metals_80_Ebmaj_Strings_4bars-80BPM-E♭ major-BANDLAB.wav,129.19921875,0.09475206268133463,0.08801936,1985.555412110501,3829.2032798899904,-123.02829,98.77735,-46.06077,29.532475,-7.7431192,1.6253408,-13.692634,-4.26726,-14.155041,-8.130205,-16.041084,-10.335007,-15.706979,0.40670124,0.25028285,0.61506987,0.6593752,0.2387073,0.14198296,0.2034303,0.63291377,0.3213439,0.24448681,0.3489549,0.21179804
PLHH_Money_80_Fmin_Strings_4bars-80BPM-F minor-BANDLAB.wav,129.19921875,0.07507064494680851,0.09120482,1769.241844942445,3506.1427575707203,-118.77706,117.93901,-39.81754,31.130394,-7.685835,4.552498,-9.703242,-1.1453539,-8.966519,0.008914748,-8.533031,-4.8634567,-11.980831,0.5297885,0.3659264,0.3855381,0.42742792,0.46516404,0.594973,0.3529891,0.44729164,0.39569303,0.21750271,0.36733413,0.30085278
PLHH_Motion_80_Abmaj_Strings_4bars-80BPM-A♭ major-BANDLAB.wav,123.046875,0.08422426559477757,0.0714954,1967.9456959971628,3782.346696687621,-157.74812,87.82315,-53.539738,25.28814,-11.4627285,-1.3865119,-18.155148,-9.784416,-17.17293,-6.702086,-12.91554,-10.199687,-20.661648,0.6927269,0.25194222,0.3557159,0.39034447,0.17100042,0.13604851,0.13709535,0.26192397,0.40498582,0.25699925,0.3029205,0.2627721
PLHH_Night_85_Gmaj_Keys_4bars-85BPM-G major-BANDLAB.wav,123.046875,0.04567184291581109,0.048977338,664.7001944135578,1072.1059058970739,-391.15833,224.02104,-5.686768,-38.113297,2.6801956,-14.238762,-28.315868,-17.953352,-18.67868,-18.273619,-4.60719,3.5927062,0.88960946,0.30409095,0.24353252,0.5153745,0.29900536,0.25137445,0.25034443,0.21780881,0.2544347,0.33091712,0.42678845,0.2066931,0.41967407
PLHH_Noticed_85_Bbmin_Keys_4bars-85BPM-B♭ minor-BANDLAB.wav,123.046875,0.04171145084702259,0.06760131,584.6962318450223,919.9364632796457,-357.856,226.2442,14.470404,-24.409191,5.2808595,-7.7723017,-19.263859,-14.162005,-14.627538,-12.5574665,-9.60194,-13.172717,-12.158929,0.13300447,0.3079686,0.18361613,0.21122693,0.2855744,0.658158,0.21915635,0.09760238,0.30279645,0.25584745,0.64532703,0.17269263
PLHH_Often_80_Ebmaj_Strings_4bars-80BPM-E♭ major-BANDLAB.wav,123.046875,0.09042553191489362,0.09249305,1937.2664795245578,3762.9793089639747,-115.56377,106.65297,-40.954967,33.220993,-4.9794626,5.242772,-11.06586,-3.6965804,-13.429506,-5.8701925,-12.085363,-3.9247758,-9.142659,0.24192233,0.16973391,0.42285547,0.8363958,0.32888713,0.2245301,0.17895235,0.5501447,0.18777281,0.17125474,0.59398437,0.24724896
PLHH_Out_85_G#m_Keys_4bars-85BPM-G♯ minor-BANDLAB.wav,129.19921875,0.04010323087782341,0.0428127,578.9378684588235,945.3827844263348,-422.3433,220.5668,20.039547,-34.12741,-0.4089256,-1.7615702,-19.419762,-16.237314,-13.249338,-20.136707,-23.724464,-18.15753,-7.5854387,0.19421422,0.012579252,0.06136583,0.20260748,0.14722621,0.16012979,0.37107152,0.27253738,0.5995371,0.2275557,0.23122506,0.81371063
PLHH_Paramount_85_Bbmin_Keys_4bars-85BPM-B♭ minor-BANDLAB.wav,129.19921875,0.050446371278234085,0.05598221,702.2938525467163,1149.660809965349,-385.5305,211.45592,-9.236365,-28.30098,12.747691,-11.735015,-27.118246,-14.8914795,-14.222401,-13.176376,-0.4556945,11.266356,13.484042,0.4385882,0.45870548,0.23152222,0.3631176,0.17626897,0.27604166,0.039794974,0.13621326,0.38303274,0.14134826,0.14914052,0.12548079
PLHH_Pardon_80_F#_Strings_4bars-80BPM-F♯ major-BANDLAB.wav,123.046875,0.09257888056092843,0.09212143,1909.3385397893223,3717.8095627568905,-107.73249,113.33136,-36.61681,30.922705,-9.545937,3.5470254,-7.491412,3.3233476,-7.582714,-4.281421,-13.106383,-3.5215924,-6.1735244,0.28967294,0.552316,0.21095325,0.121698156,0.22656022,0.74024695,0.27959746,0.14813183,0.39800385,0.23972535,0.5643682,0.1783402
PLHH_Party_80_Dmin_Strings_4bars-80BPM-D minor-BANDLAB.wav,123.046875,0.076705489905706,0.07373026,1903.4411833026722,3719.6213506407157,-144.92229,108.79647,-40.684902,29.880262,-9.268109,3.247545,-8.713848,1.5209888,-7.203274,-0.5903311,-7.087219,-2.7405608,-10.75725,0.27743265,0.28348204,0.66995865,0.27928543,0.21741737,0.6768766,0.27029556,0.07403216,0.113143906,0.28969467,0.20015317,0.12910661
