file,tempo_bpm,zcr_mean,rms_mean,centroid_mean,rolloff_mean,mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,chroma1_mean,chroma2_mean,chroma3_mean,chroma4_mean,chroma5_mean,chroma6_mean,chroma7_mean,chroma8_mean,chroma9_mean,chroma10_mean,chroma11_mean,chroma12_mean
PLHH_Party_80_Emin_Strings_4bars-80BPM-E minor-BANDLAB.wav,123.046875,0.08384176287475822,0.09155797,1779.454026958557,3529.8834263932545,-109.94579,121.61528,-33.321808,35.710854,-2.7374065,10.746415,-3.6092768,5.444077,-4.8352838,1.972292,-5.326306,1.3197094,-6.341508,0.25019988,0.26047793,0.48169768,0.3779822,0.46634713,0.32986686,0.66875434,0.44333774,0.20959722,0.16134155,0.22687751,0.63999027
PLHH_Places_85_D#m_Keys_4bars-85BPM-D♯ minor-BANDLAB.wav,123.046875,0.04725900763603696,0.052240707,669.8272432208809,1044.316135539656,-394.24005,222.34923,-4.746186,-42.392487,-3.0317817,-18.295864,-36.91294,-30.264534,-24.740053,-18.153137,-9.31597,-7.288485,-7.417578,0.42092,0.4566923,0.1889302,0.2755647,0.22074986,0.5768539,0.2074433,0.10642105,0.37534615,0.2336715,0.1650562,0.12944286
PLHH_Pressed_85_C#m_Keys_4bars-85BPM-C♯ minor-BANDLAB.wav,123.046875,0.057100832584702256,0.053496726,793.4191064151531,1270.414768352156,-366.97964,207.88307,-26.561481,-26.15769,2.2061706,-26.176167,-21.351583,-12.098704,-8.6429205,7.0654497,3.0586774,-9.505408,-7.858605,0.1475207,0.40695703,0.119942464,0.117690444,0.4125122,0.1807795,0.3008718,0.14611411,0.43945032,0.6489678,0.19594961,0.16814
PLHH_Price_80_G#m_Strings_4bars-80BPM-G♯ minor-BANDLAB.wav,123.046875,0.09412022485493231,0.09445702,1979.2537046817922,3791.9262648089943,-132.80954,78.3362,-61.593147,12.692807,-29.7115,-19.066397,-29.302025,-16.722246,-29.730963,-29.393587,-39.446045,-30.094322,-27.442223,0.2556353,0.31512934,0.28438443,0.31818205,0.20125674,0.57682276,0.53090405,0.17730692,0.3599919,0.24940108,0.4837041,0.28677654
PLHH_Ready_80_Fmin_Pad_4bars-80BPM-F minor-BANDLAB.wav,135.99917763157896,0.15305492172388782,0.067018256,1834.4107417666598,3821.9353032066006,-216.85997,148.06047,-21.83381,20.282263,-2.2060812,19.362661,-14.135219,-0.9477513,-0.7162927,0.8044692,-2.6178732,-3.0398932,-6.991124,0.5217936,0.27225748,0.21943228,0.36687455,0.2554482,0.41911718,0.2892034,0.3558113,0.46680665,0.27555954,0.35056177,0.22132765
PLHH_River_85_Dmaj_Keys_4bars-85BPM-D major-BANDLAB.wav,123.046875,0.04502815387577002,0.08722867,632.0145490416339,1079.68895381481,-330.09937,244.9785,-7.4689603,-20.999273,20.951298,-12.025622,-24.670675,-12.796646,-17.084734,-12.282133,5.0143394,10.926281,0.9220321,0.21675642,0.777306,0.44938892,0.3145385,0.5912783,0.15431213,0.1482378,0.11063777,0.34836343,0.37050676,0.080024876,0.009656632
PLHH_Room_85_Dmin_Keys_4bars-85BPM-D minor-BANDLAB.wav,123.046875,0.042765215926591375,0.066089965,562.6840994597421,938.0429246342402,-389.51404,225.2139,18.48251,-18.541573,15.484347,1.0411999,-14.368988,-10.580515,-18.664324,-22.750011,-7.0208015,6.1760416,2.6540473,0.06347788,0.2251568,0.9285356,0.39769882,0.06717895,0.16503261,0.083558485,0.04689249,0.083162755,0.33612627,0.25831217,0.080135405
PLHH_Rushing_85_Cmin_Keys_4bars-85BPM-C minor-BANDLAB.wav,129.19921875,0.043591383791067764,0.058496267,617.0216996284513,999.1715762159907,-375.15033,239.09233,2.5282576,-21.639107,12.856405,-10.403661,-21.672144,-14.416565,-14.004174,-10.053247,-7.428972,-9.50188,-7.3292317,0.30894265,0.15171617,0.16757564,0.35499182,0.17431316,0.23920725,0.2511189,0.70489335,0.48015216,0.16186816,0.38559648,0.20547324
PLHH_Saving_85_Dmin_Keys_4bars-85BPM-D minor-BANDLAB.wav,129.19921875,0.04097852765657084,0.05551095,580.8792141115307,944.2994918666581,-384.34824,220.11821,19.555769,-31.161728,4.309314,0.8669271,-21.619486,-23.85757,-21.549625,-21.882391,-17.011703,-9.194642,-3.3056965,0.3064485,0.22464834,0.53355485,0.34818646,0.112112306,0.14872739,0.12365988,0.432863,0.3257148,0.13446954,0.37582695,0.33156362
PLHH_Second_85_C#_Keys_4bars-85BPM-C♯ major-BANDLAB.wav,129.19921875,0.03458775827772074,0.0734896,491.69766746095246,764.3402788918121,-384.77945,234.43488,28.950108,-13.875482,15.73913,2.2211032,-13.763965,-11.848039,-17.693195,-20.211864,-9.593868,-1.6314836,-4.3252845,0.2949867,0.7956011,0.21122535,0.042047013,0.1920898,0.4439046,0.18073128,0.14196514,0.44398087,0.13322797,0.035243623,0.0577979
PLHH_Session_85_Dmaj_Keys_4bars-85BPM-D major-BANDLAB.wav,117.45383522727273,0.04216664527720739,0.061554536,622.989775177246,1024.441033271304,-383.9577,230.50635,-0.38016906,-32.816677,11.016481,-5.8358502,-24.482304,-15.888702,-13.890723,-16.51828,-13.762829,-6.800422,3.2922504,0.31582215,0.7933361,0.32728663,0.16707301,0.1301954,0.19398482,0.11064599,0.1060424,0.37187228,0.31737608,0.15946116,0.2941419
PLHH_Shake_100_Bmin_Keys_8bars-100BPM-B minor-BANDLAB.wav,143.5546875,0.05385677240779928,0.061740216,720.9368800341229,1152.3778765492746,-354.65756,225.9387,-17.295153,-15.794926,8.360416,-20.396963,-7.693756,-0.74488103,-7.78614,4.0733085,0.85087276,-14.229548,-17.741665,0.037814964,0.14097568,0.81098795,0.3138986,0.10934488,0.097905815,0.3907753,0.3327638,0.1930257,0.59840685,0.23936243,0.06208736
PLHH_Shops_85_Amin_Keys_4bars-85BPM-A minor-BANDLAB.wav,123.046875,0.03118182109856263,0.052325208,459.08075010120615,720.3674441735113,-421.78546,227.87721,45.161247,-20.705147,0.5390998,6.254958,-8.266787,-15.180042,-16.470102,-16.005726,-12.983218,-10.939924,-10.497692,0.19879997,0.1957919,0.44222125,0.19399258,0.24768667,0.3891255,0.22807756,0.26410812,0.2851519,0.66402096,0.39141417,0.08860852
PLHH_Sides_80_Bbmaj_Strings_4bars-80BPM-B♭ major-BANDLAB.wav,123.046875,0.092864104811412,0.084909596,1960.8367737477151,3777.744338959744,-130.90018,93.40922,-47.986824,26.936773,-15.196739,-8.6894,-24.85961,-15.2468815,-22.646505,-13.61171,-19.124357,-13.289995,-18.760567,0.41124216,0.38321403,0.46191776,0.1965813,0.24565831,0.83452415,0.2254383,0.14902362,0.26679876,0.25202245,0.3092903,0.16982721
PLHH_Silky_85_Ebmaj_Keys_4bars-85BPM-E♭ major-BANDLAB.wav,123.046875,0.040217530800821355,0.07457743,553.5194331267356,901.1667615823922,-357.44162,238.98752,20.760048,-27.848537,10.018433,2.1645741,-18.2873,-17.09247,-17.4385,-18.5807,-12.000109,-7.7392697,-8.163305,0.0281424,0.09730423,0.6084983,0.40859556,0.15690461,0.30501577,0.14584658,0.10409655,0.24850476,0.3427289,0.6873974,0.2958366
PLHH_Skills_100_C#m_Keys_8bars-100BPM-C♯ minor-BANDLAB.wav,129.19921875,0.044163769649334945,0.050928976,625.0195507119083,982.2343265851723,-387.54837,214.48245,13.142389,-30.93386,2.0783093,-8.199282,-26.683958,-22.374594,-20.796274,-22.342402,-15.5493355,-7.1414127,-2.3123136,0.18826734,0.43548977,0.21970691,0.3840688,0.1476601,0.08180585,0.14253917,0.13337675,0.4292843,0.25662845,0.48838428,0.39320883
PLHH_Skill_85_Bbmin_Keys_4bars-85BPM-B♭ minor-BANDLAB.wav,117.45383522727273,0.05079929735626283,0.06524255,692.6260942741405,1111.98875850231,-361.22256,220.54651,-2.5692954,-30.179895,8.539225,-13.831724,-28.761597,-18.224203,-21.245852,-19.197626,-3.9957047,-1.3611987,-7.7736077,0.17329367,0.12627389,0.31615546,0.12014671,0.41054782,0.70796514,0.12782878,0.00979752,0.17140646,0.53324866,0.21355788,0.07849366
PLHH_Skip_85_C#_Keys_4bars-85BPM-C♯ major-BANDLAB.wav,117.45383522727273,0.027692665554414783,0.055950057,440.48245136813637,714.6635772266427,-428.0596,210.4701,47.032272,-19.667984,0.3327124,10.565035,-6.184742,-15.580456,-12.337784,-8.612214,-7.2075033,-9.192355,-14.80754,0.19081214,0.48861876,0.35246837,0.30060557,0.22416432,0.48045692,0.21647513,0.22275731,0.29680473,0.079763085,0.00927918,0.046850823
PLHH_Sosa_80_Fmaj_Strings_4bars-80BPM-F major-BANDLAB.wav,123.046875,0.08256675380802708,0.089063406,1825.9089826189545,3570.5341154648213,-119.57497,117.639145,-37.0265,33.864525,-4.7266197,7.801819,-6.2424197,1.8843253,-6.5963693,-0.19023365,-9.265763,-2.1059628,-6.2773337,0.48161995,0.25730386,0.3577715,0.29484648,0.78142685,0.3024281,0.21463566,0.27615085,0.18552041,0.22251436,0.13125117,0.38990662
PLHH_Sruck_85_Gmin_Keys_4bars-85BPM-G minor-BANDLAB.wav,129.19921875,0.03683465413244353,0.08062436,502.6904130828113,818.9028510812371,-370.06937,243.0176,26.348377,-19.562021,13.69855,0.14490664,-16.386433,-9.081009,-12.863821,-22.455956,-16.607687,-4.2509575,-0.67550224,0.08147507,0.22541684,0.82475823,0.3911589,0.123715974,0.31637704,0.15924008,0.198074,0.13210781,0.17788205,0.58744043,0.23982379
PLHH_Start_85_C#m_Keys_4bars-85BPM-C♯ minor-BANDLAB.wav,129.19921875,0.05375004010523614,0.057704363,729.5028037063536,1157.7965581686344,-378.13116,206.37848,-12.435414,-22.747766,9.75742,-15.316195,-18.16603,-6.9718547,-3.64646,4.852963,-2.5724313,-14.278263,-7.679871,0.6190037,0.37174267,0.122632146,0.16241519,0.1449693,0.4184763,0.17275243,0.08771597,0.62411594,0.2476257,0.008491015,0.10525349
PLHH_Stretch_85_Dmin_Keys_4bars-85BPM-D minor-BANDLAB.wav,129.19921875,0.04495095129620123,0.04935686,643.7919331526409,1058.5979109182495,-393.6966,230.23685,0.04041906,-27.545425,9.857318,-9.555361,-21.332666,-15.688111,-19.383728,-12.488425,0.3451739,-2.3592198,-7.8261275,0.34450018,0.17371479,0.21361667,0.3030291,0.49549899,0.37520805,0.12159672,0.2440552,0.25283092,0.16767207,0.13561027,0.45840466
PLHH_Strive_80_Emaj_Strings_4bars-80BPM-E major-BANDLAB.wav,129.19921875,0.09345344233558994,0.100542404,1954.572149066283,3778.9938478451404,-107.307144,102.126045,-47.491554,24.465466,-12.046057,2.0491157,-13.304408,-7.339556,-16.897736,-8.459304,-16.892525,-10.973206,-16.035627,0.24339916,0.3081583,0.214165,0.6177062,0.6668736,0.25341308,0.2157137,0.18801819,0.54992294,0.24645877,0.2289041,0.5879165
PLHH_Sure_80_Fmin_Strings_4bars-80BPM-F minor-BANDLAB.wav,123.046875,0.09114331479690523,0.09838712,1911.7950431193028,3724.2445335166826,-118.88103,101.803825,-38.58842,31.16367,-7.783827,4.663326,-9.472368,-1.5683093,-10.853509,-3.223697,-11.8323765,-8.771222,-17.765799,0.8240087,0.33231515,0.0819937,0.24354123,0.24481457,0.49081504,0.25725833,0.24682173,0.6932401,0.25167418,0.060966894,0.14578252
PLHH_Sure_85_Fmin_Keys_4bars-85BPM-F minor-BANDLAB.wav,123.046875,0.03879479754876797,0.06198538,577.6467066180583,938.4408688398357,-383.52417,233.95612,9.278343,-30.575588,8.343951,-6.050363,-24.982698,-19.563416,-18.61353,-18.596943,-12.562709,-9.402536,-7.8431163,0.48703492,0.32078448,0.23729914,0.36519983,0.26670316,0.38052097,0.14792767,0.24606875,0.56951684,0.23100746,0.3077161,0.20661163
PLHH_Swear_85_Dmin_Keys_4bars-85BPM-D minor-BANDLAB.wav,117.45383522727273,0.035297620957392195,0.036302947,545.5493063420244,883.7898646047228,-462.4321,186.88481,31.051971,-14.050602,5.444644,2.3982842,-9.401648,-9.484429,-10.301556,-11.480479,-5.769735,1.1607852,1.1571339,0.46055284,0.27512893,0.26819342,0.1955067,0.25955528,0.17861345,0.08712737,0.22129247,0.18990102,0.27102348,0.13997188,0.13439713
PLHH_Techie_80_Emin_Pad_4bars-80BPM-E minor-BANDLAB.wav,123.046875,0.17328789893617022,0.06760775,2115.730093504237,4140.455943242263,-196.44461,127.52821,-7.973645,23.658138,-9.327222,7.2783895,-3.9046538,1.4605753,-4.0373354,3.7138991,-1.0878438,-8.464595,-6.582635,0.28089988,0.20821439,0.4416749,0.26113272,0.380103,0.26665032,0.40141013,0.5338724,0.35743484,0.36782843,0.29089576,0.47704393
PLHH_Thinking_85_C#_Keys_4bars-85BPM-C♯ major-BANDLAB.wav,117.45383522727273,0.04255566606776181,0.05017259,624.2775273761791,1004.7427950943276,-409.83545,203.10646,12.136463,-32.395943,1.6925365,-5.3693275,-27.249752,-27.044128,-23.9336,-21.769934,-12.658514,-5.436126,-5.145237,0.26736504,0.31659773,0.13599825,0.24061795,0.1766572,0.412214,0.17332405,0.14365369,0.32258952,0.15883638,0.29651284,0.1378254
PLHH_Thouhgts_85_D#m_Keys_4bars-85BPM-D♯ minor-BANDLAB.wav,123.046875,0.04710059195328542,0.08442466,646.7557148245683,1053.7783644282597,-328.78778,240.75777,-4.612721,-27.89199,13.024396,-12.231718,-23.15102,-12.606771,-18.197756,-15.317712,-1.0718517,5.277807,6.614226,0.16970114,0.68593854,0.3274537,0.37399122,0.15959401,0.20982438,0.22983474,0.079722084,0.1765695,0.18658133,0.64416414,0.2538169
PLHH_Time_85_Bbmin_Keys_4bars-85BPM-B♭ minor-BANDLAB.wav,129.19921875,0.04709357353696098,0.057995845,654.4610724884878,1041.9284703060832,-379.3427,226.39926,-2.7807553,-30.509556,7.604,-13.541972,-26.06122,-17.089436,-21.835592,-19.401245,-1.0504019,8.099331,2.849273,0.22786872,0.6350306,0.17203364,0.18044718,0.18402717,0.48099753,0.24326792,0.14388253,0.2657492,0.24446785,0.45933887,0.095455736
PLHH_Topic_80_Fmin_Strings_4bars-80BPM-F minor-BANDLAB.wav,123.046875,0.0940314464458414,0.06778139,1840.3861775606326,3522.011520415256,-168.43596,109.47262,-52.736816,26.8945,-12.560758,-0.24631959,-14.276829,-7.204246,-16.832031,-11.886981,-17.626484,-10.922887,-14.735146,0.5503532,0.28853574,0.3678106,0.6477962,0.3140554,0.37235433,0.22839779,0.49806187,0.5458032,0.25870666,0.47106102,0.30877206
PLHH_Trim_85_Gmaj_Keys_4bars-85BPM-G major-BANDLAB.wav,123.046875,0.06564425051334702,0.070303224,887.2680197588975,1353.8725114700976,-341.4275,212.20393,-43.273582,-25.756947,1.5773878,-30.089619,-13.951843,0.289632,-1.5444306,-4.6914215,-12.652772,0.8798233,12.622806,0.13699853,0.13314387,0.784447,0.2420009,0.0062900265,0.06600738,0.43132117,0.18564159,0.07084817,0.23491403,0.15973726,0.48584098
PLHH_Trip_80_Fmin_Strings_4bars-80BPM-F minor-BANDLAB.wav,129.19921875,0.0947105068302708,0.10212283,1930.7372800972191,3745.028031310445,-106.58352,100.5368,-45.72969,28.30655,-12.139435,-2.2759266,-16.449257,-7.878536,-17.889252,-12.927489,-20.606329,-13.345452,-20.371126,0.37476382,0.27415833,0.25873432,0.5431984,0.36294183,0.770655,0.29533303,0.38074127,0.5374101,0.22250018,0.33476233,0.18086693
PLHH_Understand_85_Bmaj_Keys_4bars-85BPM-B major-BANDLAB.wav,117.45383522727273,0.05252081461755647,0.07813224,663.0787964458707,1034.8539066510523,-329.60623,247.2487,-9.143807,-19.279982,11.504789,-14.196562,-11.758408,-7.5215325,-12.890687,-2.9724236,-4.400039,-19.328302,-22.293385,0.3394288,0.15322632,0.17291768,0.10335292,0.2631766,0.39867413,0.21587941,0.65488195,0.31777263,0.525255,0.26000777,0.14533602
PLHH_Visit_85_C#_Keys_4bars-85BPM-C♯ major-BANDLAB.wav,129.19921875,0.05322466151180698,0.059668347,718.9753632055028,1126.4252899608573,-366.4719,214.78879,-17.124912,-18.159864,6.6610346,-20.51678,-11.748921,-5.8435817,-13.076436,-2.269374,-0.15899445,-8.087236,-9.913657,0.07728418,0.26280388,0.780017,0.18986204,0.020842025,0.08062359,0.2679516,0.055856008,0.18736795,0.7324157,0.2055284,0.111064814
PLHH_Vote_85_Bmin_Keys_4bars-85BPM-B minor-BANDLAB.wav,129.19921875,0.049425693018480495,0.04802216,691.8305769714902,1068.5244080467146,-392.08002,218.0149,-4.2478423,-26.401901,3.884931,-18.834293,-22.87434,-13.565895,-19.403538,-14.657281,-4.972434,-7.3260064,-9.570433,0.07117393,0.15287684,0.5096013,0.10891033,0.012744753,0.18708354,0.7413561,0.32830223,0.16436741,0.2981621,0.17189963,0.30069646
PLHH_Whoah_80_F#m_Pad_4bars-80BPM-F♯ minor-BANDLAB.wav,129.19921875,0.21408818907156674,0.064350575,2703.9909752582707,5480.991550939918,-177.46164,106.535645,-17.599005,10.680444,-6.063418,8.456043,-8.413508,-4.9442577,-8.573844,-0.3566479,-6.9554443,-4.3306856,-8.746383,0.22127809,0.42134988,0.43914658,0.21319112,0.2736308,0.25156093,0.7158919,0.32469344,0.2467905,0.3535069,0.23541142,0.36037156
PLHH_Work_85_C#_Keys_4bars-85BPM-C♯ major-BANDLAB.wav,123.046875,0.027397892068788503,0.06391876,408.76521064934724,680.9267517967146,-423.5689,226.6671,54.40601,-13.753227,5.2517385,10.825146,-7.924459,-15.003224,-9.972023,-7.4532337,-9.47194,-14.954332,-21.327045,0.17555767,0.25492886,0.20644464,0.15913884,0.21112451,0.6035085,0.2961155,0.29094848,0.71589625,0.3901572,0.20842738,0.14967497
PLHH_You_80_Ebmaj_Strings_4bars-80BPM-E♭ major-BANDLAB.wav,123.046875,0.108534438467118,0.110997096,2063.3320922150874,3952.384030841997,-100.566696,93.40505,-41.811584,30.993261,-8.898594,1.0108209,-14.056057,-8.20481,-19.087503,-5.3480315,-10.25526,-1.9907888,-0.9075204,0.2812912,0.22724433,0.76320595,0.61938953,0.2069507,0.122557424,0.12629825,0.4296505,0.10156517,0.22439452,0.6382127,0.20642166
SVR 100 Atmosphere 01-100BPM-BANDLAB.wav,123.046875,0.016390445727657004,0.027115023,678.197699110637,919.9462890625,-440.66455,137.367,27.479984,59.107536,28.25752,30.142117,12.5583105,6.9914393,-2.428068,-4.8746715,-8.150975,-7.388066,-6.599153,0.21404397,0.4888586,0.6115691,0.66114944,0.8345547,0.53489584,0.14768,0.06426672,0.075577825,0.09309452,0.07495776,0.11760473
SVR 100 Atmosphere 02-100BPM-BANDLAB.wav,123.046875,0.07821463617149758,0.013328532,1523.7108374647532,3829.0092136548915,-409.56168,123.57852,-0.007238563,72.7144,-3.584439,24.201372,24.384636,-10.968127,5.169643,23.285685,-8.949927,17.066895,9.66842,0.404498,0.343819,0.28373152,0.31308138,0.350786,0.33776373,0.43207905,0.56487817,0.78229505,0.7511776,0.8808872,0.5394389
SVR 100 Atmosphere 03-100BPM-BANDLAB.wav,99.38401442307692,0.08838598278985507,0.021232411,1417.4170435066003,2354.89501953125,-351.46338,148.4727,-43.969242,0.08426685,-17.237316,-7.749399,-12.966504,-6.037174,-6.085151,3.7226055,2.9066358,5.1020923,4.177689,0.27035248,0.2760925,0.3137046,0.2885814,0.30561426,0.3466477,0.3339592,0.32605523,0.376441,0.36849684,0.33981293,0.32548302
SVR 100 Atmosphere 04-100BPM-BANDLAB.wav,117.45383522727273,0.05013728487318841,0.0070042894,1643.5428149795114,3539.0651537024455,-447.3725,120.17942,0.933656,20.39301,-3.5949454,5.678813,1.0438657,8.31905,6.775137,12.01561,7.833869,6.4642715,-2.6122694,0.43000716,0.35509238,0.39290997,0.3846116,0.467455,0.6135683,0.7716478,0.5656213,0.51311415,0.42018443,0.48474312,0.5406219
SVR 100 Atmosphere 05-100BPM-BANDLAB.wav,135.99917763157896,0.2039293666968599,0.01059188,3099.508539725205,5439.188285495924,-273.1625,48.8871,-55.21679,23.063646,-8.12306,17.728355,1.3163453,8.207809,-4.0808434,9.617492,2.4008512,2.115213,-3.217461,0.37677372,0.33272457,0.32682204,0.32960606,0.47621277,0.5671437,0.66610754,0.77789456,0.4961277,0.35150784,0.3435143,0.37480792
SVR 100 Atmosphere 06-100BPM-BANDLAB.wav,123.046875,0.09778716598731885,0.022350408,1569.0374613140593,2978.4476902173915,-282.14435,145.8115,-10.202753,16.6881,-25.01044,-4.0750813,-22.387888,3.938475,3.471097,-0.020263746,-30.800285,2.080187,12.778892,0.51093566,0.47291076,0.49885127,0.5496647,0.55265725,0.5085237,0.47541165,0.40194362,0.36876994,0.46881124,0.8331573,0.69018936
SVR 100 Atmosphere 07-100BPM-BANDLAB.wav,123.046875,0.18115352317330918,0.038328514,2441.8448183233804,4119.057298743207,-254.78181,104.276474,-13.151493,20.707134,-3.8271468,9.062076,-4.502493,5.0122147,-3.0639377,3.3834093,-3.7603524,1.7901237,-2.8345068,0.632044,0.62418884,0.62622136,0.6296613,0.6185062,0.5904515,0.6025378,0.63124865,0.64950013,0.66675407,0.6379137,0.62247545
SVR 100 Atmosphere 08-100BPM-BANDLAB.wav,135.99917763157896,0.06458286156400966,0.007072686,2723.8988578414865,5336.515476392663,-349.3127,65.44324,-27.178047,38.584797,2.9869087,22.578049,5.777403,14.416874,3.239851,8.502787,-0.54866564,4.0854793,-3.5185559,0.6970936,0.69278765,0.6877102,0.6829307,0.65845317,0.67066795,0.62290174,0.60460716,0.5953353,0.6173863,0.6808272,0.70294476
SVR 100 Atmosphere 09-100BPM-BANDLAB.wav,123.046875,0.06018007435084541,0.013599718,1237.194320083656,2092.8036897078805,-444.82413,129.47774,-2.5519283,23.473166,-7.719407,12.195164,8.8660145,20.267292,16.166353,17.731058,4.579758,-6.272909,-21.41653,0.2733674,0.23636916,0.085850455,0.0528823,0.053785264,0.05317667,0.18740949,0.9636272,0.44087422,0.08190564,0.055800043,0.089428134
SVR 100 Atmosphere 10-100BPM-BANDLAB.wav,151.99908088235293,0.15892139379528986,0.009346558,2200.1322256667886,3715.335746433424,-362.58084,103.69193,-84.5395,47.507812,-3.0804284,10.859087,11.767086,11.246509,3.5734167,11.830059,1.4019645,5.9764023,0.64711595,0.6750483,0.65299404,0.51902294,0.6103526,0.61318964,0.6455429,0.8043163,0.6420683,0.6818982,0.6064462,0.65459543,0.66473573
SVR A 100 Bass8by10 2bar-100BPM-A major-BANDLAB.wav,89.10290948275862,0.025062745320048308,0.1165483,765.9890126207581,1501.7068614130435,-321.55276,157.43607,1.2789159,55.412006,28.173988,14.795381,18.053768,4.670114,0.9413051,2.066776,5.206957,1.6321723,6.820211,0.12750015,0.1250821,0.2136338,0.26947176,0.38372582,0.38666177,0.32069865,0.35475346,0.50303096,0.706845,0.5296336,0.30159017
SVR A 100 BassChops 1bar-100BPM-A major-BANDLAB.wav,99.38401442307692,0.027437650240384616,0.09304118,730.7148277647404,1586.3138052133413,-305.96408,185.64427,-26.04675,67.86376,38.610477,-6.41705,-6.9014845,3.867447,5.5106516,-6.599071,-10.511033,0.19615199,-4.8484716,0.0930983,0.11909198,0.23520976,0.40242636,0.5649356,0.3896243,0.18087116,0.24537484,0.45031118,0.63021886,0.39104703,0.16790172
SVR A 100 Guitar 01-100BPM-A major-BANDLAB.wav,129.19921875,0.058874452747584544,0.046219956,1164.532685165537,2239.0890370244565,-269.33868,178.88376,-52.547405,36.498146,-12.001031,0.012862643,-3.322817,7.7607565,13.755029,-4.120262,-19.223017,-13.335912,-13.234295,0.20280619,0.2080278,0.17715696,0.3204062,0.64980507,0.2340315,0.12867047,0.2863588,0.6518443,0.5883048,0.37638772,0.3687127
SVR A 100 Guitar 06-100BPM-A major-BANDLAB.wav,95.703125,0.053175706129807696,0.035900917,1094.213518294943,1803.302236703726,-319.92908,172.47894,-37.093,13.048591,-6.656777,0.18386842,-17.46796,-12.29737,-15.813444,-3.185913,-12.3082485,-11.33617,-8.41717,0.14429754,0.17765617,0.0746507,0.23275805,0.94492745,0.25411147,0.040890194,0.092484914,0.26152748,0.5297368,0.2875154,0.5182868
SVR A 100 SparkleKeys 2bar-100BPM-A major-BANDLAB.wav,99.38401442307692,0.05158089900362319,0.10770306,776.2280909100992,1075.2558169157608,-327.35248,183.21663,-4.049576,2.514967,-12.774454,-14.211211,-21.576893,-18.426401,-17.473465,-11.991187,-10.313043,-4.8757615,2.197638,0.120993815,0.46742457,0.08210692,0.04214937,0.20531066,0.070228435,0.13335983,0.064197905,0.2989963,0.76206243,0.1831237,0.19877328
SVR A 100 SparkleKeys2 2bar-100BPM-A major-BANDLAB.wav,99.38401442307692,0.05665006038647343,0.10941125,910.418950468644,1422.4917204483695,-266.2918,181.20856,-36.381397,10.968372,-14.909109,-17.028992,-22.858007,-13.877121,-15.167688,-14.988845,-13.873546,-9.035721,-0.010901557,0.12215394,0.2915956,0.21174099,0.117615744,0.26645637,0.10866894,0.26216918,0.10740366,0.36698395,0.61687154,0.18612438,0.3922121
SVR A 100 StringRobsRecords 4bar-100BPM-A major-BANDLAB.wav,123.046875,0.059291968599033816,0.050112475,1276.5285733096348,2526.692531419837,-269.49936,148.37128,-35.49078,41.58746,0.8461638,1.0922428,-6.9759903,-4.445805,-10.288902,-9.934917,-6.9712443,1.5090905,-1.8254663,0.14970097,0.46112433,0.4762779,0.26138145,0.38370377,0.20106265,0.3144352,0.23984876,0.31164286,0.47256967,0.19086751,0.18249184
SVR A 100 TopLoadingTapes 4bar-100BPM-A major-BANDLAB.wav,117.45383522727273,0.09730006416062802,0.07291784,1577.7173342307544,2567.314346976902,-202.87971,132.15189,-71.40163,5.0851226,-12.273162,3.6668725,-29.67273,-4.3231697,-18.169954,-10.538575,-21.248924,-16.621367,-20.950119,0.255289,0.5286732,0.42301336,0.33211398,0.60177064,0.2433382,0.22835828,0.21542858,0.66776687,0.6523451,0.24615844,0.42022187
SVR Amin 100 80sAsFBass 2bar-100BPM-A minor-BANDLAB.wav,95.703125,0.020437047101449276,0.12596293,940.5903687330431,1999.0510360054348,-243.89806,176.62717,1.0870024,37.306923,6.2375417,18.16055,4.5209436,10.108173,2.301774,6.157932,1.7189761,4.128169,0.7980276,0.66100603,0.41099778,0.36750996,0.3421611,0.33062217,0.2874768,0.38556817,0.41960812,0.36440513,0.45407042,0.5795489,0.7547129
SVR Amin 100 ChunkyBass 2bar-100BPM-A minor-BANDLAB.wav,129.19921875,0.04256066953502415,0.081549935,1622.670399636317,3287.194293478261,-415.25345,123.523796,33.334373,26.624104,17.006908,14.538215,10.385049,8.078118,5.6439714,4.2884254,3.814953,2.9138205,2.6649718,0.4786824,0.4571575,0.56609863,0.6319353,0.73730904,0.6620437,0.532507,0.49178168,0.5413173,0.51535577,0.5068065,0.58340293
SVR Amin 100 Piano 09-100BPM-A minor-BANDLAB.wav,135.99917763157896,0.0588933235205314,0.1355457,1231.3542410601424,2517.928413722826,-142.43568,158.71872,-7.227355,37.06677,-16.700119,18.6477,-9.851072,-5.9925117,-12.558483,1.682324,-4.1390896,2.5569324,-2.7091854,0.6434439,0.2353308,0.13395661,0.17434321,0.4871727,0.45791754,0.20665394,0.19828705,0.18402688,0.432668,0.16935727,0.29779318
